data_file,variable_name,sas_label,variable_label
DSBI,DSDBID,BLEND_COMPONENT_ID,DSDBID_BLEND_COMPONENT_ID
DSBI,DSDBCNAM,BLEND_COMPONENT_NAME,DSDBCNAM_BLEND_COMPONENT_NAME
DSBI,DSDBCCAT,BLEND_COMPONENT_CATEGORY,DSDBCCAT_BLEND_COMPONENT_CATEGORY
DSBI,DSDBCID,BLEND_COMPONENT_ID_OLD_VERSION,DSDBCID_BLEND_COMPONENT_ID_OLD_VERSION
DSII,DSDPID,SUPPLEMENT_ID_NUMBER,DSDPID_SUPPLEMENT_ID_NUMBER
DSII,DSDSUPP,SUPPLEMENT_NAME,DSDSUPP_SUPPLEMENT_NAME
DSII,DSDIID,INGREDIENT_ID_NUMBER,DSDIID_INGREDIENT_ID_NUMBER
DSII,DSDINGR,INGREDIENT_NAME,DSDINGR_INGREDIENT_NAME
DSII,DSDOPER,INGREDIENT_OPERATOR,DSDOPER_INGREDIENT_OPERATOR
DSII,DSDQTY,INGREDIENT_QUANTITY,DSDQTY_INGREDIENT_QUANTITY
DSII,DSDUNIT,INGREDIENT_UNIT,DSDUNIT_INGREDIENT_UNIT
DSII,DSDCAT,INGREDIENT_CATEGORY,DSDCAT_INGREDIENT_CATEGORY
DSII,DSDBLFLG,BLEND_FLAG,DSDBLFLG_BLEND_FLAG
DSII,DSDINGID,INGREDIENT_ID_NUMBER_OLD_VERSION,DSDINGID_INGREDIENT_ID_NUMBER_OLD_VERSION
DSPI,DSDPID,SUPPLEMENT_ID_NUMBER,DSDPID_SUPPLEMENT_ID_NUMBER
DSPI,DSDPRDT,PRODUCT_TYPE,DSDPRDT_PRODUCT_TYPE
DSPI,DSDSUPP,SUPPLEMENT_NAME,DSDSUPP_SUPPLEMENT_NAME
DSPI,DSDSRCE,SUPPLEMENT_INFORMATION_SOURCE,DSDSRCE_SUPPLEMENT_INFORMATION_SOURCE
DSPI,DSDTYPE,SUPPLEMENT_TYPE,DSDTYPE_SUPPLEMENT_TYPE
DSPI,DSDSERVQ,SERVING_SIZE_QUANTITY,DSDSERVQ_SERVING_SIZE_QUANTITY
DSPI,DSDSERVU,SERVING_SIZE_UNIT,DSDSERVU_SERVING_SIZE_UNIT
DSPI,DSDPREID,PREVIOUS_PRODUCT_ID,DSDPREID_PREVIOUS_PRODUCT_ID
DSPI,DSDORGID,ORIGINAL_PRODUCT_ID,DSDORGID_ORIGINAL_PRODUCT_ID
DSPI,DSDSGPF,SEQUENTIAL_GROUP_FORMULATION,DSDSGPF_SEQUENTIAL_GROUP_FORMULATION
DSPI,DSDSEQF,SEQUENTIAL_FORMULATION,DSDSEQF_SEQUENTIAL_FORMULATION
DSPI,DSDLINRF,LINEAR_FORMULATION,DSDLINRF_LINEAR_FORMULATION
DSPI,DSDCNTV,COUNT_OF_VITAMINS_IN_THE_SUPPLEMENT,DSDCNTV_COUNT_OF_VITAMINS_IN_THE_SUPPLEMENT
DSPI,DSDCNTM,COUNT_OF_MINERALS_IN_THE_SUPPLEMENT,DSDCNTM_COUNT_OF_MINERALS_IN_THE_SUPPLEMENT
DSPI,DSDCNTA,COUNT_OF_AMINO_ACIDS_IN_THE_SUPPLEMENT,DSDCNTA_COUNT_OF_AMINO_ACIDS_IN_THE_SUPPLEMENT
DSPI,DSDCNTB,COUNT_OF_BOTANICALS_IN_THE_SUPPLEMENT,DSDCNTB_COUNT_OF_BOTANICALS_IN_THE_SUPPLEMENT
DSPI,DSDCNTO,COUNT_OF_OTHER_INGREDIENTS_IN_SUPPLEMENT,DSDCNTO_COUNT_OF_OTHER_INGREDIENTS_IN_SUPPLEMENT
DSPI,DSDSUPID,SUPPLEMENT_ID_NUMBER_OLD_VERSION,DSDSUPID_SUPPLEMENT_ID_NUMBER_OLD_VERSION
P_DR1IFF,SEQN,Respondent_sequence_number,SEQN_Respondent_sequence_number
P_DR1IFF,WTDRD1PP,Dietary_day_one_sample_weight,WTDRD1PP_Dietary_day_one_sample_weight
P_DR1IFF,WTDR2DPP,Dietary_two_day_sample_weight,WTDR2DPP_Dietary_two_day_sample_weight
P_DR1IFF,DR1ILINE,Food_Individual_component_number,DR1ILINE_Food_Individual_component_number
P_DR1IFF,DR1DRSTZ,Dietary_recall_status,DR1DRSTZ_Dietary_recall_status
P_DR1IFF,DR1EXMER,Interviewer_ID_code,DR1EXMER_Interviewer_ID_code
P_DR1IFF,DRABF,Breast_fed_infant_either_day,DRABF_Breast_fed_infant_either_day
P_DR1IFF,DRDINT,Number_of_days_of_intake,DRDINT_Number_of_days_of_intake
P_DR1IFF,DR1DBIH,of_days_b_w_intake_and_HH_interview,DR1DBIH_of_days_b_w_intake_and_HH_interview
P_DR1IFF,DR1DAY,Intake_day_of_the_week,DR1DAY_Intake_day_of_the_week
P_DR1IFF,DR1LANG,Language_respondent_used_mostly,DR1LANG_Language_respondent_used_mostly
P_DR1IFF,DR1CCMNM,Combination_food_number,DR1CCMNM_Combination_food_number
P_DR1IFF,DR1CCMTX,Combination_food_type,DR1CCMTX_Combination_food_type
P_DR1IFF,DR1_020,Time_of_eating_occasion_HH_MM,DR1_020_Time_of_eating_occasion_HH_MM
P_DR1IFF,DR1_030Z,Name_of_eating_occasion,DR1_030Z_Name_of_eating_occasion
P_DR1IFF,DR1FS,Source_of_food,DR1FS_Source_of_food
P_DR1IFF,DR1_040Z,Did_you_eat_this_meal_at_home,DR1_040Z_Did_you_eat_this_meal_at_home
P_DR1IFF,DR1IFDCD,USDA_food_code,DR1IFDCD_USDA_food_code
P_DR1IFF,DR1IGRMS,Grams,DR1IGRMS_Grams
P_DR1IFF,DR1IKCAL,Energy_kcal,DR1IKCAL_Energy_kcal
P_DR1IFF,DR1IPROT,Protein_gm,DR1IPROT_Protein_gm
P_DR1IFF,DR1ICARB,Carbohydrate_gm,DR1ICARB_Carbohydrate_gm
P_DR1IFF,DR1ISUGR,Total_sugars_gm,DR1ISUGR_Total_sugars_gm
P_DR1IFF,DR1IFIBE,Dietary_fiber_gm,DR1IFIBE_Dietary_fiber_gm
P_DR1IFF,DR1ITFAT,Total_fat_gm,DR1ITFAT_Total_fat_gm
P_DR1IFF,DR1ISFAT,Total_saturated_fatty_acids_gm,DR1ISFAT_Total_saturated_fatty_acids_gm
P_DR1IFF,DR1IMFAT,Total_monounsaturated_fatty_acids_gm,DR1IMFAT_Total_monounsaturated_fatty_acids_gm
P_DR1IFF,DR1IPFAT,Total_polyunsaturated_fatty_acids_gm,DR1IPFAT_Total_polyunsaturated_fatty_acids_gm
P_DR1IFF,DR1ICHOL,Cholesterol_mg,DR1ICHOL_Cholesterol_mg
P_DR1IFF,DR1IATOC,Vitamin_E_as_alpha_tocopherol_mg,DR1IATOC_Vitamin_E_as_alpha_tocopherol_mg
P_DR1IFF,DR1IATOA,Added_alpha_tocopherol_Vitamin_E_mg,DR1IATOA_Added_alpha_tocopherol_Vitamin_E_mg
P_DR1IFF,DR1IRET,Retinol_mcg,DR1IRET_Retinol_mcg
P_DR1IFF,DR1IVARA,Vitamin_A_RAE_mcg,DR1IVARA_Vitamin_A_RAE_mcg
P_DR1IFF,DR1IACAR,Alpha_carotene_mcg,DR1IACAR_Alpha_carotene_mcg
P_DR1IFF,DR1IBCAR,Beta_carotene_mcg,DR1IBCAR_Beta_carotene_mcg
P_DR1IFF,DR1ICRYP,Beta_cryptoxanthin_mcg,DR1ICRYP_Beta_cryptoxanthin_mcg
P_DR1IFF,DR1ILYCO,Lycopene_mcg,DR1ILYCO_Lycopene_mcg
P_DR1IFF,DR1ILZ,Lutein_zeaxanthin_mcg,DR1ILZ_Lutein_zeaxanthin_mcg
P_DR1IFF,DR1IVB1,Thiamin_Vitamin_B1_mg,DR1IVB1_Thiamin_Vitamin_B1_mg
P_DR1IFF,DR1IVB2,Riboflavin_Vitamin_B2_mg,DR1IVB2_Riboflavin_Vitamin_B2_mg
P_DR1IFF,DR1INIAC,Niacin_mg,DR1INIAC_Niacin_mg
P_DR1IFF,DR1IVB6,Vitamin_B6_mg,DR1IVB6_Vitamin_B6_mg
P_DR1IFF,DR1IFOLA,Total_folate_mcg,DR1IFOLA_Total_folate_mcg
P_DR1IFF,DR1IFA,Folic_acid_mcg,DR1IFA_Folic_acid_mcg
P_DR1IFF,DR1IFF,Food_folate_mcg,DR1IFF_Food_folate_mcg
P_DR1IFF,DR1IFDFE,Folate_DFE_mcg,DR1IFDFE_Folate_DFE_mcg
P_DR1IFF,DR1ICHL,Total_choline_mg,DR1ICHL_Total_choline_mg
P_DR1IFF,DR1IVB12,Vitamin_B12_mcg,DR1IVB12_Vitamin_B12_mcg
P_DR1IFF,DR1IB12A,Added_vitamin_B12_mcg,DR1IB12A_Added_vitamin_B12_mcg
P_DR1IFF,DR1IVC,Vitamin_C_mg,DR1IVC_Vitamin_C_mg
P_DR1IFF,DR1IVD,Vitamin_D_D2_D3_mcg,DR1IVD_Vitamin_D_D2_D3_mcg
P_DR1IFF,DR1IVK,Vitamin_K_mcg,DR1IVK_Vitamin_K_mcg
P_DR1IFF,DR1ICALC,Calcium_mg,DR1ICALC_Calcium_mg
P_DR1IFF,DR1IPHOS,Phosphorus_mg,DR1IPHOS_Phosphorus_mg
P_DR1IFF,DR1IMAGN,Magnesium_mg,DR1IMAGN_Magnesium_mg
P_DR1IFF,DR1IIRON,Iron_mg,DR1IIRON_Iron_mg
P_DR1IFF,DR1IZINC,Zinc_mg,DR1IZINC_Zinc_mg
P_DR1IFF,DR1ICOPP,Copper_mg,DR1ICOPP_Copper_mg
P_DR1IFF,DR1ISODI,Sodium_mg,DR1ISODI_Sodium_mg
P_DR1IFF,DR1IPOTA,Potassium_mg,DR1IPOTA_Potassium_mg
P_DR1IFF,DR1ISELE,Selenium_mcg,DR1ISELE_Selenium_mcg
P_DR1IFF,DR1ICAFF,Caffeine_mg,DR1ICAFF_Caffeine_mg
P_DR1IFF,DR1ITHEO,Theobromine_mg,DR1ITHEO_Theobromine_mg
P_DR1IFF,DR1IALCO,Alcohol_gm,DR1IALCO_Alcohol_gm
P_DR1IFF,DR1IMOIS,Moisture_gm,DR1IMOIS_Moisture_gm
P_DR1IFF,DR1IS040,SFA_4_0_Butanoic_gm,DR1IS040_SFA_4_0_Butanoic_gm
P_DR1IFF,DR1IS060,SFA_6_0_Hexanoic_gm,DR1IS060_SFA_6_0_Hexanoic_gm
P_DR1IFF,DR1IS080,SFA_8_0_Octanoic_gm,DR1IS080_SFA_8_0_Octanoic_gm
P_DR1IFF,DR1IS100,SFA_10_0_Decanoic_gm,DR1IS100_SFA_10_0_Decanoic_gm
P_DR1IFF,DR1IS120,SFA_12_0_Dodecanoic_gm,DR1IS120_SFA_12_0_Dodecanoic_gm
P_DR1IFF,DR1IS140,SFA_14_0_Tetradecanoic_gm,DR1IS140_SFA_14_0_Tetradecanoic_gm
P_DR1IFF,DR1IS160,SFA_16_0_Hexadecanoic_gm,DR1IS160_SFA_16_0_Hexadecanoic_gm
P_DR1IFF,DR1IS180,SFA_18_0_Octadecanoic_gm,DR1IS180_SFA_18_0_Octadecanoic_gm
P_DR1IFF,DR1IM161,MFA_16_1_Hexadecenoic_gm,DR1IM161_MFA_16_1_Hexadecenoic_gm
P_DR1IFF,DR1IM181,MFA_18_1_Octadecenoic_gm,DR1IM181_MFA_18_1_Octadecenoic_gm
P_DR1IFF,DR1IM201,MFA_20_1_Eicosenoic_gm,DR1IM201_MFA_20_1_Eicosenoic_gm
P_DR1IFF,DR1IM221,MFA_22_1_Docosenoic_gm,DR1IM221_MFA_22_1_Docosenoic_gm
P_DR1IFF,DR1IP182,PFA_18_2_Octadecadienoic_gm,DR1IP182_PFA_18_2_Octadecadienoic_gm
P_DR1IFF,DR1IP183,PFA_18_3_Octadecatrienoic_gm,DR1IP183_PFA_18_3_Octadecatrienoic_gm
P_DR1IFF,DR1IP184,PFA_18_4_Octadecatetraenoic_gm,DR1IP184_PFA_18_4_Octadecatetraenoic_gm
P_DR1IFF,DR1IP204,PFA_20_4_Eicosatetraenoic_gm,DR1IP204_PFA_20_4_Eicosatetraenoic_gm
P_DR1IFF,DR1IP205,PFA_20_5_Eicosapentaenoic_gm,DR1IP205_PFA_20_5_Eicosapentaenoic_gm
P_DR1IFF,DR1IP225,PFA_22_5_Docosapentaenoic_gm,DR1IP225_PFA_22_5_Docosapentaenoic_gm
P_DR1IFF,DR1IP226,PFA_22_6_Docosahexaenoic_gm,DR1IP226_PFA_22_6_Docosahexaenoic_gm
P_DR1TOT,SEQN,Respondent_sequence_number,SEQN_Respondent_sequence_number
P_DR1TOT,WTDRD1PP,Dietary_day_one_sample_weight,WTDRD1PP_Dietary_day_one_sample_weight
P_DR1TOT,WTDR2DPP,Dietary_two_day_sample_weight,WTDR2DPP_Dietary_two_day_sample_weight
P_DR1TOT,DR1DRSTZ,Dietary_recall_status,DR1DRSTZ_Dietary_recall_status
P_DR1TOT,DR1EXMER,Interviewer_ID_code,DR1EXMER_Interviewer_ID_code
P_DR1TOT,DRABF,Breast_fed_infant_either_day,DRABF_Breast_fed_infant_either_day
P_DR1TOT,DRDINT,Number_of_days_of_intake,DRDINT_Number_of_days_of_intake
P_DR1TOT,DR1DBIH,of_days_b_w_intake_and_HH_interview,DR1DBIH_of_days_b_w_intake_and_HH_interview
P_DR1TOT,DR1DAY,Intake_day_of_the_week,DR1DAY_Intake_day_of_the_week
P_DR1TOT,DR1LANG,Language_respondent_used_mostly,DR1LANG_Language_respondent_used_mostly
P_DR1TOT,DR1MRESP,Main_respondent_for_this_interview,DR1MRESP_Main_respondent_for_this_interview
P_DR1TOT,DR1HELP,Helped_in_responding_for_this_interview,DR1HELP_Helped_in_responding_for_this_interview
P_DR1TOT,DBQ095Z,Type_of_table_salt_used,DBQ095Z_Type_of_table_salt_used
P_DR1TOT,DBD100,How_often_add_salt_to_food_at_table,DBD100_How_often_add_salt_to_food_at_table
P_DR1TOT,DRQSPREP,Salt_used_in_preparation,DRQSPREP_Salt_used_in_preparation
P_DR1TOT,DR1STY,Salt_used_at_table_yesterday,DR1STY_Salt_used_at_table_yesterday
P_DR1TOT,DR1SKY,Type_of_salt_used_yesterday,DR1SKY_Type_of_salt_used_yesterday
P_DR1TOT,DRQSDIET,On_special_diet,DRQSDIET_On_special_diet
P_DR1TOT,DRQSDT1,Weight_loss_Low_calorie_diet,DRQSDT1_Weight_loss_Low_calorie_diet
P_DR1TOT,DRQSDT2,Low_fat_Low_cholesterol_diet,DRQSDT2_Low_fat_Low_cholesterol_diet
P_DR1TOT,DRQSDT3,Low_salt_Low_sodium_diet,DRQSDT3_Low_salt_Low_sodium_diet
P_DR1TOT,DRQSDT4,Sugar_free_Low_sugar_diet,DRQSDT4_Sugar_free_Low_sugar_diet
P_DR1TOT,DRQSDT5,Low_fiber_diet,DRQSDT5_Low_fiber_diet
P_DR1TOT,DRQSDT6,High_fiber_diet,DRQSDT6_High_fiber_diet
P_DR1TOT,DRQSDT7,Diabetic_diet,DRQSDT7_Diabetic_diet
P_DR1TOT,DRQSDT8,Weight_gain_Muscle_building_diet,DRQSDT8_Weight_gain_Muscle_building_diet
P_DR1TOT,DRQSDT9,Low_carbohydrate_diet,DRQSDT9_Low_carbohydrate_diet
P_DR1TOT,DRQSDT10,High_protein_diet,DRQSDT10_High_protein_diet
P_DR1TOT,DRQSDT11,Gluten_free_Celiac_diet,DRQSDT11_Gluten_free_Celiac_diet
P_DR1TOT,DRQSDT12,Renal_Kidney_diet,DRQSDT12_Renal_Kidney_diet
P_DR1TOT,DRQSDT91,Other_special_diet,DRQSDT91_Other_special_diet
P_DR1TOT,DR1TNUMF,Number_of_foods_beverages_reported,DR1TNUMF_Number_of_foods_beverages_reported
P_DR1TOT,DR1TKCAL,Energy_kcal,DR1TKCAL_Energy_kcal
P_DR1TOT,DR1TPROT,Protein_gm,DR1TPROT_Protein_gm
P_DR1TOT,DR1TCARB,Carbohydrate_gm,DR1TCARB_Carbohydrate_gm
P_DR1TOT,DR1TSUGR,Total_sugars_gm,DR1TSUGR_Total_sugars_gm
P_DR1TOT,DR1TFIBE,Dietary_fiber_gm,DR1TFIBE_Dietary_fiber_gm
P_DR1TOT,DR1TTFAT,Total_fat_gm,DR1TTFAT_Total_fat_gm
P_DR1TOT,DR1TSFAT,Total_saturated_fatty_acids_gm,DR1TSFAT_Total_saturated_fatty_acids_gm
P_DR1TOT,DR1TMFAT,Total_monounsaturated_fatty_acids_gm,DR1TMFAT_Total_monounsaturated_fatty_acids_gm
P_DR1TOT,DR1TPFAT,Total_polyunsaturated_fatty_acids_gm,DR1TPFAT_Total_polyunsaturated_fatty_acids_gm
P_DR1TOT,DR1TCHOL,Cholesterol_mg,DR1TCHOL_Cholesterol_mg
P_DR1TOT,DR1TATOC,Vitamin_E_as_alpha_tocopherol_mg,DR1TATOC_Vitamin_E_as_alpha_tocopherol_mg
P_DR1TOT,DR1TATOA,Added_alpha_tocopherol_Vitamin_E_mg,DR1TATOA_Added_alpha_tocopherol_Vitamin_E_mg
P_DR1TOT,DR1TRET,Retinol_mcg,DR1TRET_Retinol_mcg
P_DR1TOT,DR1TVARA,Vitamin_A_RAE_mcg,DR1TVARA_Vitamin_A_RAE_mcg
P_DR1TOT,DR1TACAR,Alpha_carotene_mcg,DR1TACAR_Alpha_carotene_mcg
P_DR1TOT,DR1TBCAR,Beta_carotene_mcg,DR1TBCAR_Beta_carotene_mcg
P_DR1TOT,DR1TCRYP,Beta_cryptoxanthin_mcg,DR1TCRYP_Beta_cryptoxanthin_mcg
P_DR1TOT,DR1TLYCO,Lycopene_mcg,DR1TLYCO_Lycopene_mcg
P_DR1TOT,DR1TLZ,Lutein_zeaxanthin_mcg,DR1TLZ_Lutein_zeaxanthin_mcg
P_DR1TOT,DR1TVB1,Thiamin_Vitamin_B1_mg,DR1TVB1_Thiamin_Vitamin_B1_mg
P_DR1TOT,DR1TVB2,Riboflavin_Vitamin_B2_mg,DR1TVB2_Riboflavin_Vitamin_B2_mg
P_DR1TOT,DR1TNIAC,Niacin_mg,DR1TNIAC_Niacin_mg
P_DR1TOT,DR1TVB6,Vitamin_B6_mg,DR1TVB6_Vitamin_B6_mg
P_DR1TOT,DR1TFOLA,Total_folate_mcg,DR1TFOLA_Total_folate_mcg
P_DR1TOT,DR1TFA,Folic_acid_mcg,DR1TFA_Folic_acid_mcg
P_DR1TOT,DR1TFF,Food_folate_mcg,DR1TFF_Food_folate_mcg
P_DR1TOT,DR1TFDFE,Folate_DFE_mcg,DR1TFDFE_Folate_DFE_mcg
P_DR1TOT,DR1TCHL,Total_choline_mg,DR1TCHL_Total_choline_mg
P_DR1TOT,DR1TVB12,Vitamin_B12_mcg,DR1TVB12_Vitamin_B12_mcg
P_DR1TOT,DR1TB12A,Added_vitamin_B12_mcg,DR1TB12A_Added_vitamin_B12_mcg
P_DR1TOT,DR1TVC,Vitamin_C_mg,DR1TVC_Vitamin_C_mg
P_DR1TOT,DR1TVD,Vitamin_D_D2_D3_mcg,DR1TVD_Vitamin_D_D2_D3_mcg
P_DR1TOT,DR1TVK,Vitamin_K_mcg,DR1TVK_Vitamin_K_mcg
P_DR1TOT,DR1TCALC,Calcium_mg,DR1TCALC_Calcium_mg
P_DR1TOT,DR1TPHOS,Phosphorus_mg,DR1TPHOS_Phosphorus_mg
P_DR1TOT,DR1TMAGN,Magnesium_mg,DR1TMAGN_Magnesium_mg
P_DR1TOT,DR1TIRON,Iron_mg,DR1TIRON_Iron_mg
P_DR1TOT,DR1TZINC,Zinc_mg,DR1TZINC_Zinc_mg
P_DR1TOT,DR1TCOPP,Copper_mg,DR1TCOPP_Copper_mg
P_DR1TOT,DR1TSODI,Sodium_mg,DR1TSODI_Sodium_mg
P_DR1TOT,DR1TPOTA,Potassium_mg,DR1TPOTA_Potassium_mg
P_DR1TOT,DR1TSELE,Selenium_mcg,DR1TSELE_Selenium_mcg
P_DR1TOT,DR1TCAFF,Caffeine_mg,DR1TCAFF_Caffeine_mg
P_DR1TOT,DR1TTHEO,Theobromine_mg,DR1TTHEO_Theobromine_mg
P_DR1TOT,DR1TALCO,Alcohol_gm,DR1TALCO_Alcohol_gm
P_DR1TOT,DR1TMOIS,Moisture_gm,DR1TMOIS_Moisture_gm
P_DR1TOT,DR1TS040,SFA_4_0_Butanoic_gm,DR1TS040_SFA_4_0_Butanoic_gm
P_DR1TOT,DR1TS060,SFA_6_0_Hexanoic_gm,DR1TS060_SFA_6_0_Hexanoic_gm
P_DR1TOT,DR1TS080,SFA_8_0_Octanoic_gm,DR1TS080_SFA_8_0_Octanoic_gm
P_DR1TOT,DR1TS100,SFA_10_0_Decanoic_gm,DR1TS100_SFA_10_0_Decanoic_gm
P_DR1TOT,DR1TS120,SFA_12_0_Dodecanoic_gm,DR1TS120_SFA_12_0_Dodecanoic_gm
P_DR1TOT,DR1TS140,SFA_14_0_Tetradecanoic_gm,DR1TS140_SFA_14_0_Tetradecanoic_gm
P_DR1TOT,DR1TS160,SFA_16_0_Hexadecanoic_gm,DR1TS160_SFA_16_0_Hexadecanoic_gm
P_DR1TOT,DR1TS180,SFA_18_0_Octadecanoic_gm,DR1TS180_SFA_18_0_Octadecanoic_gm
P_DR1TOT,DR1TM161,MFA_16_1_Hexadecenoic_gm,DR1TM161_MFA_16_1_Hexadecenoic_gm
P_DR1TOT,DR1TM181,MFA_18_1_Octadecenoic_gm,DR1TM181_MFA_18_1_Octadecenoic_gm
P_DR1TOT,DR1TM201,MFA_20_1_Eicosenoic_gm,DR1TM201_MFA_20_1_Eicosenoic_gm
P_DR1TOT,DR1TM221,MFA_22_1_Docosenoic_gm,DR1TM221_MFA_22_1_Docosenoic_gm
P_DR1TOT,DR1TP182,PFA_18_2_Octadecadienoic_gm,DR1TP182_PFA_18_2_Octadecadienoic_gm
P_DR1TOT,DR1TP183,PFA_18_3_Octadecatrienoic_gm,DR1TP183_PFA_18_3_Octadecatrienoic_gm
P_DR1TOT,DR1TP184,PFA_18_4_Octadecatetraenoic_gm,DR1TP184_PFA_18_4_Octadecatetraenoic_gm
P_DR1TOT,DR1TP204,PFA_20_4_Eicosatetraenoic_gm,DR1TP204_PFA_20_4_Eicosatetraenoic_gm
P_DR1TOT,DR1TP205,PFA_20_5_Eicosapentaenoic_gm,DR1TP205_PFA_20_5_Eicosapentaenoic_gm
P_DR1TOT,DR1TP225,PFA_22_5_Docosapentaenoic_gm,DR1TP225_PFA_22_5_Docosapentaenoic_gm
P_DR1TOT,DR1TP226,PFA_22_6_Docosahexaenoic_gm,DR1TP226_PFA_22_6_Docosahexaenoic_gm
P_DR1TOT,DR1_300,Compare_food_consumed_yesterday_to_usual,DR1_300_Compare_food_consumed_yesterday_to_usual
P_DR1TOT,DR1_320Z,Total_plain_water_drank_yesterday_gm,DR1_320Z_Total_plain_water_drank_yesterday_gm
P_DR1TOT,DR1_330Z,Total_tap_water_drank_yesterday_gm,DR1_330Z_Total_tap_water_drank_yesterday_gm
P_DR1TOT,DR1BWATZ,Total_bottled_water_drank_yesterday_gm,DR1BWATZ_Total_bottled_water_drank_yesterday_gm
P_DR1TOT,DR1TWSZ,Tap_water_source,DR1TWSZ_Tap_water_source
P_DR1TOT,DRD340,Shellfish_eaten_during_past_30_days,DRD340_Shellfish_eaten_during_past_30_days
P_DR1TOT,DRD350A,Clams_eaten_during_past_30_days,DRD350A_Clams_eaten_during_past_30_days
P_DR1TOT,DRD350AQ,of_times_clams_eaten_in_past_30_days,DRD350AQ_of_times_clams_eaten_in_past_30_days
P_DR1TOT,DRD350B,Crabs_eaten_during_past_30_days,DRD350B_Crabs_eaten_during_past_30_days
P_DR1TOT,DRD350BQ,of_times_crabs_eaten_in_past_30_days,DRD350BQ_of_times_crabs_eaten_in_past_30_days
P_DR1TOT,DRD350C,Crayfish_eaten_during_past_30_days,DRD350C_Crayfish_eaten_during_past_30_days
P_DR1TOT,DRD350CQ,of_times_crayfish_eaten_past_30_days,DRD350CQ_of_times_crayfish_eaten_past_30_days
P_DR1TOT,DRD350D,Lobsters_eaten_during_past_30_days,DRD350D_Lobsters_eaten_during_past_30_days
P_DR1TOT,DRD350DQ,of_times_lobsters_eaten_past_30_days,DRD350DQ_of_times_lobsters_eaten_past_30_days
P_DR1TOT,DRD350E,Mussels_eaten_during_past_30_days,DRD350E_Mussels_eaten_during_past_30_days
P_DR1TOT,DRD350EQ,of_times_mussels_eaten_in_past_30_days,DRD350EQ_of_times_mussels_eaten_in_past_30_days
P_DR1TOT,DRD350F,Oysters_eaten_during_past_30_days,DRD350F_Oysters_eaten_during_past_30_days
P_DR1TOT,DRD350FQ,of_times_oysters_eaten_in_past_30_days,DRD350FQ_of_times_oysters_eaten_in_past_30_days
